hai,hey
ratusan,"hundred, 100, c, century, one c"
gender,
denganmu,
paket-paket,
kelaut,
erosi,"corrosion, corroding, erosion"
ape,
ngomonglah,Speaking
son,
snp,
itself,
sanyo,
diolah,
mingguan,"weekly, hebdomadal, hebdomadary"
berawal,"get down, begin, get, start out, start, set about, set out, commence"
hafid,
icefish,
benda-benda,
mton,
mujhko,
saleh,pious
mendaftar,"read, register, show, record"
wirya,
remo,
pikex,
jerigen,
badutnya,
melonnya,
ngerem,
kulempar,
stikernya,
tego,
ditandai,
kentang-kentang,
direbus,
boxing,
screw,
ndi,
exciting,
mengangkat,shrug
dakwah,"da'wah, dawah"
menonjol,"bulge, pouch, protrude"
banyumas,
beans,
nutrisi,"food, nutrient"
berpaling,"switch, switching, shift"
picu,"gun trigger, trigger"
tale,
village,
animated,
menjelma,"transform, transmute, metamorphose"
sangking,
chatkoo,Chatkoo
gregetan,annoyed
abadi,"everlastingly, eternally, forever, evermore"
gaskins,
besok2,
rakit,raft
joey,
besarnya,
kasar-kasar,
couldn't,
mindset,
dots,
macbook,
lau,
yaela,
oninet,
warren,
deterjen,
stw,
kendaraan,vehicle
siela,
kesusahan,poisoning
diatasi,
pekat,"gluey, glutinous, gummy, mucilaginous, pasty, sticky, viscid, viscous"
mentok-mentok,
angkotnya,
aksara,"character, fiber, fibre"
room-nya,
qqqq2,
ak,
mengering,"dry, dry out"
seriusnya,
smpn,
lab,
bungkus,"coat, surface"
hooknya,
nobel,
ngomel,
sampah-sampah,
tiwul,
street,
urgen,"pressing, urgent"
dipindah,
turner,
variasi,"change, alter, vary"
leveling,
well-defined,
kelvin,
kost,
berulang-ulang,"recur, repeat"
popo,
sedikitpun,
raba,"estimate, gauge, approximate, guess, judge"
normalnya,
coc,
kening,frontal
serum,"serum, blood serum"
merit,"merit, virtue"
jumain,
ahh,
loose,
plays,
masakah,
fresco,
f1s,
despacito,
sendirilah,
cetia,
bener2,
condition,
kalengan,
meronce,"rape, spoil, despoil, violate, plunder"
paimin,
breeze,
idaman,"hanker, long, yearn"
khairil,
keberatan,reluctantly
cuphead,
quests,
matius,
jamu,herb
camino,
mumbai,
karno,
terapi,therapy
manggung,
chrome,
diandalkan,
seenow,
hime,
taytay,
kuminum,
mpla,
kesulitannya,
firefire,
penghilang,remover
lag4,
expanding,
pemanggilan,call
twingle,
rimba,"babbler, cackler"
cetinal,
nct,
terbukti,"prove, demonstrate, establish, show, shew"
ngegigit,
nyapo,
inaport,
kasihkan,
tusuk-tusuk,
berlaut,
aqabah,
sumur-sumur,
gloss,
socken,
ditidurin,
kuadrat,
tambak-tambak,
franca,
headlamps,
tunjangan,subsidy
robit,
nusuk-nusuk,
restores,
alwin,
rico,
viewnya,
rumbai,fringe
belmeur,
kegigit,
icute,
bacok,"chop, hack"
anne,
cincinnya,
ayuda,
presentasi,"presentation, introduction, intro"
aids,
ahem,"hem, ahem"
hujan-hujan,"rain tree, saman, monkeypod, monkey pod, zaman, zamang, albizia saman"
pilihnya,
alat2,
datangi,
tam,
tandai,mark
tugasmu,
outfit,
adira,
boyz,
birma,
tebas,
makalah,article
miminnya,
salamnya,
jahenya,
europe,
kailasa,
fate,
pengorbananmu,
berbuat,"act, behave, do"
pencernaan,digestive
nx,
foil,
bein,
yonsei,
kezia,
aplastik,
agatha,
achieved,
segment,
wijen,"sesame seed, benniseed"
kembung,"hyperbolic, inflated"
definitely,
adha,
teratai,"lotus, indian lotus, sacred lotus, nelumbo nucifera"
mansion,
digedein,
diliat-liat,
t2,
manjur,"effective, effectual, efficacious"
larva,larvacean
rowen,
baliklah,
cpns,
moen,
konsen,
totalnya,
awa,
istrimu,
registrasi,
nations,
local,
reef,
tinjauan,"survey, study"
valdez,
moons,
beside,
kyaknya,
senyam,
bulu-bulu,fluff
pastian,
mene,
menghubungkan,strap
yatch,
terbelah,"break, wear, wear out, bust, fall apart"
tingkatan,
sayangi,
fantastic,
muji,
livery,
mantapnya,
formatnya,
nado,
creator,
pendengar,"hearer, listener, auditor, attender"
ie,
penjaskes,
liburannya,
separuh,"partially, partly, part"
mencintaiku,
milis,
subject,
batere,
distreaming,
ngorok,
ngeblur,
langsungnya,
saudagar,"businessman, man of affairs"
utomo,
ketat,tight
eda,
tanoshii,
prasetya,
petang,afternoon
herlina,
cawa,
fortuner,
kyuubi,
hukumnya,
meets,
revolver,gun
awu,
apa-apalah,
tilting,
dering,"ring, peal"
crepe,
baghdad,
genetika,"genetics, genetic science"
ditambahin,
kemeja,shirt
brno,
co2,
expressing,
hyuk,
hilanglah,
credits,
yp,
concealer,
walter,
cegah,"prevent, forestall, foreclose, preclude, forbid"
jelasinnya,
duta,ambassadorial
menoreh,slit
ludes,finished
timun,"cucumber, cuke"
bireuen,
tuduh,"blame, fault"
solutions,
seriusan,
setelkan,
suarane,
hanyut,adrift(p)
hymne,
somewhat,
kls,
competition,
dalla-dalla,
tae-hee,
crownhill,
coke,
boam,
delima,pomegranate
yogyakarta,
fisheye,
pahang,
dicky,
madya,
puing,"laying waste, ruin, ruining, ruination, wrecking"
raining,
beaute,
rima,"rhyme, rime"
sk,
fred,
laron,
finalis,
mus,
livechate,
terawat,
virgoun,
banding,compare
ireport,
winnings,
semangatnya,
deskya,
mendidih,"seethe, roll"
dicopot,
stek,
kelar-kelar,
soke,
tiplas,
keder,afraid(p)
dilompati,
ester,ester
spire,
twrp,
ganep,
marfu',
terus-terus,
responsible,
fruits,
yudith,
givin,
lidahnya,
public,
tutorials,
fanning,
ustadz,
kuncian,
jesslyn,
khayna,
lecet,"rub, fray, fret, chafe, scratch"
pernik,
manggil-manggil,
av,
tatum,
netscream,
ladenin,
sheila,
chain,
hosting,
taek,
isu-isu,
apr,
handout,
semangatlah,
qwert,
sebar,
fase-fase,
nyimpen,
keygen,
savage,
dicurigai,"distrust, mistrust, suspect"
ngebales,
letih,"tire, wear upon, tire out, wear, weary, jade, wear out, outwear, wear down, fag out, fag, fatigue"
pembersih,"cleansing agent, cleanser, cleaner"
mudeng,
convention,
nawar,
firly,
relay,
himself,
justeru,"attendant, consequent, accompanying, concomitant, incidental, ensuant, resultant, sequent"
latihan-latihan,
kyoto,
channel-channel,
momong,
jetama,
dimajuin,
nyana,
ngece,
ansav,
lasso,
bercak,
getol,diligent
inviting,
erotis,
bingit,uncomfortable
pizza-pizza,
miaw,
grenma,
bz,
luwak,
techniques,
kmana,
habitatnya,
cared,
berkontribusi,
ww2,
locking,
felt,
imlek,
oldest,
x-ride,
08.50,
bookingnya,
produce,
kram,
muak,"tire, pall, weary, fatigue, jade"
nyamar,
daratan,terrestrial
weak,
hanashi,
elpiji,"liquefied petroleum gas, bottled gas"
spider-man,
balike,
revie,
nayzata,
icancee,
cecil,
kalender,calendar
inhealth,
pandangan,"estimate, estimation"
diadopsi,
justice,
jentri,
nutella,
viseven,
blur,
oia,
pulo,
tirta,
shanghai,
ringroad,
tiketnya,
epi,
nonot,
rent,
terong,ratatouille
baret,
syubhat,
yuka,
ig-nya,
menghidupi,"treat, care for"
notasi,"notation, notational system"
menyadari,"understand, realize, realise, see"
nanik,
sisters,
deska,
reboot,
titi,
scythe,
janai,
hg,"hectogram, hg"
gerry,
kompas,compass
melayu,"malay, malayan"
aceng,
dafa,
teneng,
kompasnya,
bone-bone,
darling,
bergabung,"compound, combine"
kurniawan,
hotspot,
guardian,
bone,
tumbuhan,"plant, flora, plant life"
teneneneng,
cupang,"hickey, love bite"
mendorong,"propulsion, actuation"
phantom,
gardian,
underground,
diketik,
habisi,
simpai,"hoop, ring"
f***,
smoker,
600k,
spektrum,spectrum
kastil,"castle, castling"
di-banned,
tekstur,"constitution, composition, physical composition, makeup, make-up"
penutup,"cover, covering, screening, masking"
mengalahkan,"exhaust, wash up, beat, tucker, tucker out"
haters,
karyawisata,
segitiga,square
html,
panda,"lesser panda, red panda, panda, bear cat, cat bear, ailurus fulgens"
blitzcrank,
ngomongo,
emoticon,
sisir,comb
defence,
tembus,"penetrate, perforate"
dibolehin,
pacaran,"flirt, flirting, flirtation, coquetry, dalliance, toying"
ghazali,
slebew,
borobudur,
monsternya,
tersentuh,
kazuro,
menggocek,
mengocok,"mix, mix in"
specter,
kumulonimbus,"cumulonimbus, cumulonimbus cloud, thundercloud"
constellation,
yasuo,
onii-chan,
masri,
urutan,"order, ordering"
dus,carton
tweak,
cloud,
nyari-nyari,
isyarat,gesture
berperang,"contend, fight, struggle"
ero,
jember,
scorpion,
revolusi,revolution
generasi2,
bojog,
male,
kehangatan,"heat, warmth, passion"
opung,
lokasinya,
roten,
wadidaw,
kekalahan,"capitulation, fall, surrender"
kumbang,beetle
sosmed,
baris,alignment
knuckle,
menaklukkan,"tame, chasten, subdue"
edelweis,
member-member,
blower,
blubuk,
kudu,"sleepy, sleepy-eyed, sleepyheaded"
location,
reina,
berkacamata,
coklatnya,
inferno,
herolte,
canting,
bros,"brooch, broach, breastpin"
tawuran,
sekop,"scoop, scoop shovel"
stands,
ngancurin,
holic,
rin,
tutupnya,
danger,
cobaan,
ngelawan,
furnish,
angkot,
aneh2,
hbd,
ngereng,
munas,
desu,
las,welding
sakura,
lever,
neko,
wicked,
ngeleh,
blueprint,
benernya,
martin,
nenteng,
cosmic,
bowo,
rivan,
bastion,
tidurku,
akarnya,
bo,
alat-alat,
layah,concave
zombienya,
puput,
berturut-turut,"continuous, uninterrupted"
pegunungan,"range, mountain range, range of mountains, chain, mountain chain, chain of mountains"
pinix,
lunasin,
takutin,
waini,
mendokusai,
payung-payung,
siput,"mollusk, mollusc, shellfish"
virtual,
kaligato,
cicak-cicak,
kunyuk,
cahya,
ichi,
berembuk,"hash out, discuss, talk over"
piramid,"pyramid, great pyramid, pyramids of egypt"
pantheon,
skin-skin,
berdaya,"breathe, take a breath, respire, suspire"
yaman,
auj-e,
gausah,
elemental,
pidato,"address, speech"
gojek,
abc,
kesetrum,
mais,
impossible,
kebyar,
hijab,"head covering, veil"
cukuplah,
ngendok,
berbaik,"approach, near, come on, go up, draw near, draw close, come near"
pamer,"display, exhibit, showing"
hari-hariku,
gaza,
popeye,
projects,
dideketin,
modal,"model, simulate"
ben,ben
cutler,
pedangnya,
berkunjung,come
empty,
meow,
handphonenya,
surah,
berdekatan,nearby
sejuk,"balmy, mild, soft"
dies,
mutasi,"mutation, genetic mutation, chromosomal mutation"
suki,abundant
setelahnya,
touring,
blueberry,
kausa,
warehouse,
scanning,
hadits,
gesek,
nganterin,
autis,
dedeh,
secepat,
lukisan,"portrayal, characterization, enactment, personation"
safeway,
totally,
increase,
uya,
kunjungi,
salary,
sembarang,"any(a), whatever, whatsoever"
menangkap,"catch, grab, snatch, snap"
septi,
raja-raja,
hokkian,
rinnai,
wilona,
includes,
gacha,
token,token
kehed,
knight,
semestinya,"inevitably, necessarily, of necessity, needs"
hao,
kemanakah,
berlima,
mining,
digali,
akibatnya,"consequently, accordingly"
tertiup,
barangsiapa,
panitia,"committee, commission"
kumakan,
bednya,
kepekaan,"reflex, reflex response, reflex action, instinctive reflex, innate reflex, inborn reflex, unconditioned reflex, physiological reaction"
ranjangku,
diperlukan,
serie-a,
fans-fans,
kemal,"damp, dampish, moist"
aktor,"actor, histrion, player, thespian, role player"
pastika,
eiffel,
cacingnya,
pencari,"finder, viewfinder, view finder"
pentas,"dais, podium, pulpit, rostrum, ambo, stump, soapbox"
berpengalaman,salt
wani,"brave, courageous"
pakaiin,
keberuntungan,"profitableness, profitability, gainfulness, lucrativeness"
merayakan,"feast, banquet, junket"
kamikaze,
spektakuler,"dramatic, spectacular, striking"
durasinya,
omedetou,
sheriff,
ceseniy,
ccni,
digeser,
nongol,
skubek,
championship,
poppy,
invisible,
blunder,
kyky,
lunar,
nest,
regional,regional
ngeban,
licik,artful
pinisi,
boh,
pelit,"meager, meagre, meagerly, stingy, scrimpy"
bodrex,
amino,"amino, aminic"
dekat-dekat,
chase,
we'll,
eksklusif,"entirely, exclusively, solely, alone, only"
flowing,
topan,
aloe,aloe
yogi,yogi
macho,"butch, macho"
boboknya,
faizah,
basuki,
inn,
sinopsis,"summary, sum-up"
oot,
giniin,
artwork,
bts,
knit,
kumpulan,"group, grouping"
raden,
samain,
tiup,"blow, puff"
progres,
huft,
furnace,
memanglah,
christopher,
rise,
cot,
tutut,
yakubu,
oyasumi,
kero,
dunianya,
mengurangi,"reduce, melt off, lose weight, slim, slenderize, thin, slim down"
hajar,wallop
mondok,fat
g.na,
crane,
pemberani,"unafraid(p), fearless"
charm,
maaf-maaf,
serat-serat,
ggwp,
panji,"standard, banner"
kliennya,
sawit,
giro,
streamer,
add-on,
semir,
bermuka,
lesku,
minaj,
wr,
hanyutnya,
memo,"memo, memorandum, memoranda"
kebocoran,"escape, leak, leakage, outflow"
pemancingan,
oleskan,
sebebasnya,
kelopak,"cartridge holder, cartridge clip, clip, magazine"
dimaafkan,
relnya,
jaraknya,
serbu,"attack, attempt"
nyet,
jasamu,
itung-itung,
serkel,
pengetahuan,"cognition, knowledge, noesis"
mekaniknya,
pisan,
gisel,
spesialisasi,"specialization, specialisation, specialty, speciality, specialism"
ngehits,
nasgor,
aren,"sugar palm, gomuti, gomuti palm, arenga pinnata"
charge-nya,
heronya,
ekspektasi,
pandu,"drive, ride"
international,
sweety,
creed,
maulah,
anake,
surti,
pengakuan,"adoption, acceptance, acceptation, espousal"
calling,
e-ktp,
jerry,
joking,
jih,
berdiam,"know, experience, live"
fighter,
ihya,
bakrie,
onew,
mengkeh,
menga,
playstation,
edited,
stylenya,
backpack,
bengek,futility
ramuan,ingredient
unique,
lojek,
keunikan,"singularity, uniqueness"
ehsan,
stated,
nipu,
disertai,
fisiknya,
ketok-ketok,
inovasi,"initiation, founding, foundation, institution, origination, creation, innovation, introduction, instauration"
kerasnya,
rawa,"bog, peat bog"
diubah,
kesya,
hpku,
dipecat,
ngaca,
miras,
chibi,
riot,
zunya,
kurangnya,
menghabisi,"finish up, land up, fetch up, end up, wind up, finish"
morel,
genting,critical
tupperware,
nawarin,
bertinju,box
express,
al-qur'an,
elok,"beneficial, good"
countess,
lesko,
ipb,
estate,
terbesar,"large, big"
yana,
asisten,"assistant, helper, help, supporter"
berak,"excrete, egest, eliminate, pass"
akasih,
negaranya,
aguis,
koloni,"colonial, compound"
fingerprint,
tinjau,research
ciri2,
menara,"keep, donjon, dungeon"
jatuhkan,
homo,"homosexual, homophile, homo, gay"
g30s,
varus,
kakashi,
sachet,
pergilah,
timo,
tsnya,
pms,
nanyanya,
boker,
tenun,"weave, tissue"
papi,
penggemar,"fanatic, fanatical, overzealous, rabid"
overlay,
narkoba,
solusi,
makananku,
kultum,
sinyalnya,
narik,
ftv,
sensor-sensor,
kerajaan,"government, governing, governance, government activity, administration"
berani-beraninya,
pengasih,thoughtful
bocah-bocah,
bobot,"cargo, lading, freight, load, loading, payload, shipment, consignment"
magnetnya,
missed,
konten-konten,
inspirational,
mual,"gag, heave, retch"
pokok,"plant, flora, plant life"
pompa,
betulkan,
okobo,
imut-imut,
inci,"fathom, fthm"
cherry,
belai,
petinggi,
mengira,presume
sakana,
ciput,"penis, phallus, member"
dibeliin,
mengetes,"test, prove, try, try out, examine, essay"
karyo,
hobinya,
pincang,"crippled, halt, halting, lame, gimpy, game"
emson,
waw,
enemies,
kelelawar,"bat, chiropteran"
empedu,"bile, gall"
ngebikin,
ngeganggu,
kokoh,"uncompromising, sturdy, inflexible"
dop,
dimanakah,
syafiq,
membernya,
l-nya,
cilukba,
berkenan,approve
digerakin,
department,
freetox,
painted,
sunsilk,
illyasviel,
persib,
begaye,
imboost,
blander,
sq,
chair,
atut,
rgb,
insomnia,insomnia
giri,
rekornya,
ngejungle,
based,
garage,
anger,
diduga,
servers,
jamin,"undertake, guarantee"
sofi,
trigger,
puting,"comforter, pacifier, baby's dummy, teething ring"
setnya,
enzim,enzyme
kreditnya,
transparan,
ditunjukkan,
gatal-gatal,itch
berminyak,"greasy, oily"
terminal,terminal
manggis,mangosteen
emosional,emotional
nazmi,
preview,
fathir,
gajinya,
knuth,
gas-gas,
ngadat,
flu,"influenza, flu, grippe"
became,
ngikut-ngikut,
statler,
f5,
spin,
triliun,"trillion, one million million, 1000000000000"
tobelo,
earlier,
sweetest,
terus-menerus,indefinitely
raise,
baikin,
kalbu,
jagonya,
waris.doc,
ke-12,
nge-hack,
tian,"fetus, foetus"
juz,
enjing,
awkward,
loves,
sunat,
hoosier,
universal,catholic
pencetnya,
kipas-kipas,
kompetitif,"competitive, militant"
adding,
rival,
nabila,
nyamuk-nyamuk,
plafon,
kopiah,cap
awsome,
bela,
result,
hais,
along,
menguak,"die, decease, perish, go, exit, pass away, expire, pass, kick the bucket, cash in one's chips, buy the farm, conk, give-up the ghost, drop dead, pop off, choke, croak, snuff it"
lebak,
tornado,"tornado, twister"
american,
ceking,
noing,
sebutkan,
tumpahin,
menjebak,"frame, compose, draw up"
ryeowook,
orkes,band
teknis,technical
detos,
mendung,"shady, shadowed, shadowy, umbrageous"
persiapkan,
mandarin,"mandarin, mandarin chinese, mandarin dialect, beijing dialect"
anjing-anjing,
ngeramein,
kerudung,headscarf
bio,
ngan,
tukar,"interchange, tack, switch, alternate, flip, flip-flop"
aset-aset,
bbmnya,
nakal-nakal,
fusion,
skye,
atm,
chanel,
perlunya,
menset,
unknown,
jasanya,
pasha,
kisah-kisah,
charging,
prakteknya,
terjangkau,"gettable, getable, obtainable, procurable"
shops,
woh,
yon,
dani,
jiji,
environment,
nidji,
changes,
perairan,"body of water, water"
magis,
hans,
sofanya,
accu,
pace,
smurf,
lowbat,
se-indonesia,
wungu,
arogan,
ngelewat,
ruangannya,
umat,people
dadanya,
semaksimal,
akb48,
pneumonia,pneumonia
carrier,
pinang,"betel palm, areca catechu"
ajakin,
betri,
adakan,
nesco,
ggs,
tek,
images,
kesalahpahaman,
tensei,
abcd,
mencakup,"cover, wrap up"
transisi,"passage, transition"
asleep,
kicauan,warbler
fesyen,"manner, mode, style, way, fashion"
endak,
sprite,
kisahnya,
nyoman,
mengenang,"remember, retrieve, recall, call back, call up, recollect, think"
dayak,
bisma,
qatar,
optimal,
lipstik,"lipstick, lip rouge"
structure,
war-nya,
bantuannya,
knocking,
macam2,
ngenes,
goal,
klender,
nyapu,
banjir,afloat(p)
melawak,"joke, jest"
turutin,
minta-minta,
oseng,
dipicu,
rollnya,
split,
ditemenin,
sableng,
tutornya,
ketikannya,
ngebacot,
cintanya,
semprot,
sotoy,
kabur-kabur,
private,
iyeh,
bergoyang,"shake, didder"
emergen,
sabit,"certain, sure"
jalan-jalannya,
pks,
engker,
pesantren,"pesantran, pesantren"
kebanggaan,pride
disiram,
alur,channel
facing,
tugasku,
kental,"firm, strong"
blessing,
infinite,
sebanyak-banyaknya,
membantumu,
javier,
baywan,
fender,
liur,"saliva, spit, spittle"
malming,
seaworld,
dimaklumi,
lumpur,"treacle, golden syrup"
cemen,
pesonanya,
ahead,
gallery,
pesanan,"procurement, procurance, procural"
tanganmu,
yola,
kakbah,
keychain,
regency,
places,
mercury,
pick-up,
jantungku,
ngeri-ngeri,
ila,
welch,
pk,
munaf,
rani,rich
potret,"photograph, photo, exposure, picture, pic"
se7en,
sesekali,"occasionally, on occasion, once in a while, now and then, now and again, at times, from time to time"
louis,
tejo,
slider,
jesuit,
afraid,
baja,steel
seems,
eclipse,
idola,
yayat,
groups,
booklet,
lich's,
wiper,
sctv,
teleportasi,
marvells,
scrub,
mengganti,change
pickup,
hivi,
sontak,
block,
temuan,"discovery, find, uncovering"
eyang,
meregang,stretch
renu,
mixture,
guard,
sekeliling,around
abnormal,unnatural
sentra,
quality,
ditelan,
mysql,
giling,crushed
bugis,
jejaknya,
masya,
diwakili,
ages,
kiraku,
port,
elektronik,electronic
gerbang-gerbang,
dapetnya,
guerilla,
ngelihatnya,
choose,
destiny,
smk,
buster,
sw,
disampein,
kesedihan,"gloominess, lugubriousness, sadness"
issues,
brushed,
nerve,
ptsd,
ituu,
marquez,
nebang,
x-nya,
comfortable,
cm9,
fever,
tw,
salwa,
planning,
exiting,
setara,"adequate, equal"
masakan,"never, ne'er"
sewot,resentful
jilbab,
ohh,
kagetin,
mampet,
enten,
berusia,age
endan,
perancis,
pd,"palladium, pd, atomic number 46"
reds,
bon,"reception, receipt"
realized,
bachsin,
blazing,
konfirmasi,
bersyukurlah,
seolah,
sebagaimana,"like, same"
pengurus,"administrator, executive"
keturunan,"familial, genetic, hereditary, inherited, transmitted, transmissible"
mengungguli,"surpass, outstrip, outmatch, outgo, exceed, outdo, surmount, outperform"
minimnya,
menetapkan,"gear, pitch"
christmas,
gerakan,"knock, belt, rap, whack, whang"
seleksi,selection
perumahan,residential
dipersiapkan,
memahami,"grok, get the picture, comprehend, savvy, dig, grasp, compass, apprehend"
yakult,
hide,
berputar-putar,"revolve, go around, rotate"
kosongnya,
pandang,"think, believe, consider, conceive"
tekniknya,
memainkan,play
diundang,
unda,
tone,
supirnya,
maria,
diculik,
sorak,cheer
malesnya,
tristana,
membentuk,"make, urinate, piddle, puddle, micturate, piss, pee, pee-pee, make water, relieve oneself, take a leak, spend a penny, wee, wee-wee, pass water"
kondom,"condom, rubber, safety, safe, prophylactic"
gending,
jaksa,"prosecutor, public prosecutor, prosecuting officer, prosecuting attorney"
ang,
upik,
brands,
jj,
cookers,
garen,
memora,
wonosobo,
karirnya,
launching,
pecut,"whip, lash"
sempat-sempatnya,
growing,
ndeso,
tion,
managed,
jodha,
kissing,
rivers,
timku,
cso,
ngekek,
terbunuh,
acer,
ces,
ksatria,
emsen,
located,
vellfire,
telpon,
nicole,
hooh,
muri,
moe,
ditemani,
crispy,
menunya,
maukah,
konsumen,consumer
menjadikan,"make, urinate, piddle, puddle, micturate, piss, pee, pee-pee, make water, relieve oneself, take a leak, spend a penny, wee, wee-wee, pass water"
gsh,
kingdom,
officer,
aronow,
k.h.,
berfikir,mentally
whoa,
kehujanan,
steele,
doakan,
hitachi,
bears,
lulur,
feelnya,
ngesot,
